Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Peru,PER,31.3,..,..,..,..,29.8,..,..,28.2,23.9,23.3,19.6,18.4,17.5,14.6,14.4,13.1,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Philippines,PHL,..,..,..,33.8,..,..,..,..,32.3,..,..,33.6,..,30.3,..,33.4,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Romania,ROU,12.8,14,12.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Rwanda,RWA,48.3,..,..,..,..,51.7,..,..,..,..,44.3,..,..,..,..,37.9,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sao Tome and Principe,STP,35.2,..,..,..,..,..,28.9,..,31.6,..,..,..,..,..,17.2,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Saudi Arabia,SAU,..,..,..,..,..,9.3,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Senegal,SEN,29.5,..,..,..,..,20.1,..,..,..,..,..,28.7,15.5,19.2,19.4,20.5,17,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Serbia,SRB,..,..,..,..,..,8.1,..,..,..,..,6.6,..,..,..,6,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,7.9,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sierra Leone,SLE,38.4,..,..,..,..,46.9,..,..,37.4,..,44.9,..,..,37.9,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Singapore,SGP,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,32.8,..,..,..,..,..,..,..,31.6,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Somalia,SOM,29.2,..,..,..,..,..,42.1,..,..,25.3,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,South Africa,ZAF,..,..,..,..,32.8,..,..,..,24.9,..,..,..,27.2,..,..,..,27.4,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,South Sudan,SSD,..,..,..,..,..,..,36.2,..,..,..,31.1,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sri Lanka,LKA,18.4,..,..,..,..,..,..,17.3,..,19.2,..,..,14.7,..,..,..,17.3,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sudan,SDN,..,..,..,..,..,..,38.3,..,..,..,34.1,..,..,..,38.2,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Suriname,SUR,14.5,..,..,..,..,..,10.7,..,..,..,8.8,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Syrian Arab Republic,SYR,24.3,31.1,..,..,..,..,28.6,..,..,27.5,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Tajikistan,TJK,42.1,43.2,37.1,42.4,..,33.1,..,39.2,..,28.8,..,..,26.8,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Tanzania,TZA,..,..,..,..,44.4,..,..,..,..,43,42.5,34.8,..,37.1,34.7,34.4,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Thailand,THA,..,..,..,..,..,..,15.7,..,..,..,..,..,16.3,..,..,..,10.5,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Timor-Leste,TLS,..,..,55.7,54.8,..,..,..,53.9,..,57.7,..,..,..,50.2,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Togo,TGO,..,..,..,..,..,..,27.8,..,26.9,..,29.8,..,..,..,27.5,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,8.1,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Trinidad and Tobago,TTO,5.3,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Tunisia,TUN,16.8,..,..,..,..,..,9,..,..,..,..,..,10.1,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Turkey,TUR,..,..,..,..,15.6,..,..,..,12.3,..,..,..,..,9.5,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Turkmenistan,TKM,28.1,..,..,..,..,..,18.9,..,..,..,..,..,..,..,..,11.5,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Uganda,UGA,44.8,..,..,..,..,..,38.7,..,..,..,..,33.7,34.2,..,..,..,28.9,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Ukraine,UKR,22.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,United States,USA,..,3.3,..,..,..,3.2,..,..,..,2.7,..,..,2.1,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Uruguay,URY,..,..,14.7,15.8,13.9,..,..,10.8,..,..,..,10.7,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Uzbekistan,UZB,..,..,25.3,..,..,..,19.6,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,25.9,..,..,..,..,..,28.5,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,"Venezuela, RB",VEN,17.4,17.3,17.6,17.7,17.1,16.2,16.2,15.6,14.6,13.4,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Vietnam,VNM,43.4,..,37.5,35.4,33.7,33.2,31.8,32.2,30.5,..,29.3,23.3,..,25.9,24.9,24.6,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,West Bank and Gaza,PSE,..,..,16.1,..,..,..,..,11.8,..,..,10.9,..,..,..,7.4,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,"Yemen, Rep.",YEM,..,..,..,57.7,..,..,..,..,..,..,..,46.6,..,46.5,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Zambia,ZMB,..,..,52.5,..,..,..,..,45.8,..,..,..,..,..,40,..,..,..,..
"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,Zimbabwe,ZWE,..,..,..,..,..,35.8,..,..,..,35.1,32.3,..,..,..,27.6,26.8,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Afghanistan,AFG,..,..,0.89142374,7.28044455,5.53527168,5.31934782,4.68653865,5.65336645,6.12099685,5.41736713,5.47462443,5.60622529,4.34189466,5.03476184,4.960258,5.17223951,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Albania,ALB,35.38248736,36.69412049,35.88401185,35.3869015,42.21730725,44.11075709,44.0779129,41.5396796,47.7106984,54.10112196,49.89471092,50.18306316,45.13163985,43.62176349,43.61089055,42.30961445,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Algeria,DZA,71.96343425,76.2270192,75.27867051,76.69420191,71.35349862,69.29091206,68.46274181,69.78754132,71.99536408,70.90392966,69.48214528,70.62489648,72.92948915,71.04850543,72.00870855,70.57826152,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Andorra,AND,41.56835825,42.13892185,43.20683606,42.54988863,42.32756988,46.03539448,46.05636692,46.84484236,50.22066077,52.88841115,54.71459772,55.26566725,55.50163398,62.28914739,55.34028534,55.59912887,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Angola,AGO,54.62865561,48.75824397,38.38208296,40.0012499,40.94331952,42.33509709,50.57298495,57.93317773,64.38548688,67.72655782,62.15766574,64.78455093,65.17805496,62.03386387,54.17208917,47.50627957,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Antigua and Barbuda,ATG,67.44186047,65.95744681,66.51353592,64.61751441,63.27856097,66.91823412,67.74556971,69.10153069,70.91544338,68.541192,69.14502431,66.79492243,65.75587597,66.76653851,70.66637645,66.55386351,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Argentina,ARG,23.70136155,24.77143236,26.09483351,45.49170176,44.48671881,41.69068721,44.67621826,47.58752498,49.65363097,52.27689207,54.92647714,57.19849146,63.71674984,66.5667524,70.37210032,71.41693017,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Armenia,ARM,15.82012639,22.15898685,22.21565149,22.77894701,16.89421408,20.93495037,28.44446387,29.74463941,34.41349805,38.60543623,32.06838638,44.07550956,22.95546388,17.86120221,21.38002229,15.91488078,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Australia,AUS,68.37893615,67.75618696,68.62563504,68.05004559,68.3448153,68.40218725,68.30734952,69.30754874,68.99838711,69.29594115,68.63637761,69.21351125,67.53580701,67.55206175,67.35788828,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Austria,AUT,..,..,..,..,74.546687,75.08438686,75.62140022,75.65142706,76.51121212,76.45094033,76.14001532,76.02272494,75.92663912,75.38123205,75.48624911,75.58406305,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Azerbaijan,AZE,22.59485253,22.92482451,21.2857792,13.7304143,13.67180984,11.90073337,14.87185572,20.34886768,20.31907636,24.48563179,23.42886886,25.68444066,25.75941859,25.51701846,23.19037026,20.22444756,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Bahamas, The",BHS,47.05882353,47.43202417,47.52747253,46.21409922,46.52278177,43.5840708,46.025878,44.13793103,45.66666667,47.60273973,46.51952462,46.93200663,46.33385335,46.01910828,42.56,48.6196319,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bahrain,BHR,68.71762928,68.62175222,68.71491203,69.84483472,71.26337891,72.41812381,73.26731495,75.13408052,76.09617914,75.12560619,73.63419644,72.51740459,65.35030507,65.26301807,64.44263881,66.19502994,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bangladesh,BGD,28.69051496,22.07114159,24.71071279,25.00531353,24.02333601,20.97594895,21.84849427,21.63542453,19.92030272,18.55735434,19.28414484,19.07834583,19.37790738,15.17582102,13.78340676,14.69589568,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Barbados,BRB,51.51790757,52.96314312,55.30097074,57.44943005,55.1696467,54.72627211,54.90832777,53.27626873,55.67455115,55.22077498,53.60709058,48.85587421,55.04701673,50.13344509,46.68768074,45.72862848,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belarus,BLR,78.66544775,74.61546257,72.53397726,75.99231577,76.69067595,74.49912838,71.50664107,70.18517803,65.78203548,65.57529172,75.93851143,68.53016246,66.82938719,64.01736507,64.12686084,62.36559364,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belgium,BEL,0,0,0,79.31100494,81.21869449,81.86832485,81.21560204,80.74077733,81.4991233,81.68319446,81.67045095,81.66751675,82.00356693,81.83975238,81.81960471,82.40462397,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belize,BLZ,53.04547721,57.61202426,56.50681856,57.71262574,57.83011878,59.64704723,62.16494422,65.18792845,65.19353811,66.80672814,66.14582166,65.14351753,64.77538341,64.75520415,57.39018514,66.40542957,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Benin,BEN,25.5878797,28.0622647,23.51526931,21.77663473,23.68388875,23.13726611,24.08406921,20.5297766,20.8651753,26.43750103,24.10749357,25.6169365,21.85031639,26.74820301,21.56858092,20.13637677,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bhutan,BTN,79.93200164,79.87098746,81.89928937,71.73177288,75.82023491,71.94158104,68.73204306,74.88503029,72.62055471,74.45580432,72.58249394,73.86661252,72.36462107,71.81284994,71.11692134,72.09324381,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bolivia,BOL,56.3196296,56.21451001,55.12198145,55.16768925,54.47015251,57.23127496,58.53563436,61.67121729,61.05558465,63.47340792,61.15590156,60.82754196,59.50567135,60.05686833,64.79708791,68.01483694,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bosnia and Herzegovina,BIH,57.38320582,60.51107215,63.28440798,68.28538504,56.67782944,54.4509693,54.45850034,55.22261949,55.53879211,68.1123086,68.15280441,68.50987769,68.68548448,69.3698062,69.70635189,68.68421573,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Botswana,BWA,72.48725946,76.07157212,62.90064387,68.59367723,70.45680749,69.1962132,68.97359451,63.49422455,68.43976215,66.48355203,58.56526558,63.20726768,56.63492912,52.99586013,54.21533104,55.10065392,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brazil,BRA,41.44711285,40.99548555,42.37010731,42.77545229,42.4323885,41.59763517,42.87903761,42.45060811,43.690344,44.04840406,44.86358956,44.34584097,42.9365906,44.51678645,43.98666051,42.75367468,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brunei Darussalam,BRN,84.16868658,83.19325357,83.58944914,82.94866089,83.09051924,83.66603662,85.31147341,87.21500073,89.89176323,90.50059838,91.73865116,91.5281312,91.14807104,91.58133879,93.51356145,93.9880369,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bulgaria,BGR,59.62429861,56.26752479,59.58381695,61.01346581,59.74300705,59.90778318,56.07401777,56.14868063,56.20981537,54.32866891,55.41998942,54.27537387,51.02769806,51.6085597,53.02506891,51.08709745,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Burkina Faso,BFA,32.58329939,33.63924227,35.60902228,31.18563636,40.30577804,30.94970854,31.69764037,27.36342894,29.28506999,32.30835032,24.93154071,29.48612092,24.47422793,29.51210324,32.56865302,28.24113204,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Burundi,BDI,21.67784174,26.16539627,24.99018814,22.25796904,32.11534405,19.3695626,19.41795167,23.03933689,20.19366909,19.19344232,17.60574312,34.67444187,30.90560119,17.8582229,20.6072607,38.81822708,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cabo Verde,CPV,71.29876336,73.01193138,72.797528,73.00305888,71.11391129,68.86942422,65.55878268,70.95992807,68.44330545,71.54011383,63.25492524,66.54673518,67.09804943,66.3977761,66.31086004,67.81340412,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cambodia,KHM,20.18549577,19.01254188,21.92743187,28.73043115,26.37716798,20.10761812,12.51668223,19.82806639,15.51730895,16.05349759,19.66364807,17.05691988,19.37299182,20.39263262,19.98102423,20.85967638,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cameroon,CMR,16.9323709,19.68559763,21.87485952,21.27735657,18.77943349,17.10981449,17.05068664,14.6124317,13.08400303,17.012693,18.03357067,32.9202797,14.54271197,14.25993311,11.73317638,14.4602271,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Canada,CAN,72.86154944,72.81223758,72.44890317,73.15080166,73.07289311,73.04647106,72.67955126,72.87060142,72.96970843,73.36816489,72.91704444,73.69614208,73.71666721,73.65070103,73.56960053,73.54982557,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Central African Republic,CAF,39.21729954,36.40277992,38.66952957,32.87750684,30.43883758,28.71052178,29.52325128,37.12715336,32.07684044,11.69355204,21.77435845,16.46792632,18.67450271,11.640942,13.16597608,12.76758909,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chad,TCD,41.50431104,38.40568897,31.41968673,31.89293779,34.42534414,29.5645138,20.83161799,23.53781244,19.90568509,20.80522898,20.8783415,21.41591063,19.37875981,39.14329823,27.35555599,23.46268231,..,..
